name,rating,genre,year,score,director,writer,star,budget,gross,runtime
Airplane II: the Sequel,PG,Comedy,1982,6.2,Ken Finkleman,Ken Finkleman,Robert Hays,15000000,27150534,85
The Toy,PG,Comedy,1982,5.8,Richard Donner,Francis Veber,Richard Pryor,17000000,47118057,102
The House on Sorority Row,R,Horror,1982,6,Mark Rosman,Mark Rosman,Kate McNeil,425000,10604986,91
Evil Under the Sun,PG,Crime,1982,7.1,Guy Hamilton,Anthony Shaffer,Peter Ustinov,10000000,6110670,117
The Sword and the Sorcerer,R,Action,1982,5.6,Albert Pyun,Tom Karnowski,Lee Horsley,,39103425,99
Death Wish II,R,Action,1982,6,Michael Winner,David Engelbach,Charles Bronson,2000000,16100000,89
Silent Rage,R,Action,1982,5.5,Michael Miller,Joseph Fraley,Chuck Norris,4500000,10490791,103
Megaforce,PG,Action,1982,3.7,Hal Needham,Bob Kachler,Barry Bostwick,20000000,5675599,99
Personal Best,R,Drama,1982,6.3,Robert Towne,Robert Towne,Mariel Hemingway,16000000,5672311,128
Dead Men Don't Wear Plaid,PG,Comedy,1982,6.9,Carl Reiner,Carl Reiner,Steve Martin,9000000,18196170,88
Amityville II: The Possession,R,Horror,1982,5.5,Damiano Damiani,Tommy Lee Wallace,James Olson,5000000,12534817,104
Missing,PG,Biography,1982,7.7,Costa-Gavras,Costa-Gavras,Jack Lemmon,9500000,14000000,122
Frances,R,Biography,1982,7.3,Graeme Clifford,Eric Bergren,Jessica Lange,,,140
The Seduction,R,Thriller,1982,4.9,David Schmoeller,David Schmoeller,Morgan Fairchild,,11378339,104
Cannery Row,PG,Comedy,1982,6.7,David S. Ward,John Steinbeck,Nick Nolte,11300000,5301539,120
Deathtrap,PG,Comedy,1982,7,Sidney Lumet,Ira Levin,Michael Caine,,19282134,116
Tex,PG,Drama,1982,6.5,Tim Hunter,S.E. Hinton,Matt Dillon,,7400000,103
Time Walker,PG,Horror,1982,3.6,Tom Kennedy,Jason Williams,Ben Murphy,750000,,83
"I, the Jury",R,Crime,1982,5.9,Richard T. Heffron,Mickey Spillane,Armand Assante,,1515578,111
Tempest,PG,Comedy,1982,6.5,Paul Mazursky,Paul Mazursky,John Cassavetes,13000000,5005245,140
Young Doctors in Love,R,Comedy,1982,5.5,Garry Marshall,Michael Elias,Michael McKean,,30688860,96
My Favorite Year,PG,Comedy,1982,7.4,Richard Benjamin,Norman Steinberg,Peter O'Toole,,20123620,92
Still of the Night,PG,Crime,1982,6.1,Robert Benton,Robert Benton,Roy Scheider,10000000,5979947,93
Parasite,R,Horror,1982,3.9,Charles Band,Alan J. Adler,Robert Glaudini,800000,2270,85
Making Love,R,Drama,1982,6.9,Arthur Hiller,Barry Sandler,Michael Ontkean,,11897978,113
Honkytonk Man,PG,Comedy,1982,6.6,Clint Eastwood,Clancy Carlile,Clint Eastwood,2000000,4484991,122
The Beast Within,R,Horror,1982,5.6,Philippe Mora,Tom Holland,Ronny Cox,,7742572,98
"Come Back to the 5 & Dime Jimmy Dean, Jimmy Dean",PG,Comedy,1982,7.2,Robert Altman,Ed Graczyk,Cher,850000,840958,109
The Final Option,R,Action,1982,6.4,Ian Sharp,George Markstein,Lewis Collins,6000000,2666873,125
Trail of the Pink Panther,PG,Comedy,1982,5,Blake Edwards,Blake Edwards,Peter Sellers,6000000,9056073,96
The Sender,R,Drama,1982,6,Roger Christian,Thomas Baum,Kathryn Harrold,,1054328,91
The Border,R,Crime,1982,6.4,Tony Richardson,Deric Washburn,Jack Nicholson,22000000,6118683,108
Kiss Me Goodbye,PG,Comedy,1982,6,Robert Mulligan,Bruno Barreto,Sally Field,,15782759,101
A Midsummer Night's Sex Comedy,PG,Comedy,1982,6.6,Woody Allen,Woody Allen,Woody Allen,,9077269,88
Vice Squad,R,Action,1982,6.5,Gary Sherman,Sandy Howard,Season Hubley,,13253583,97
Best Friends,PG,Comedy,1982,5.5,Norman Jewison,Valerie Curtin,Burt Reynolds,15000000,36821203,116
Shoot the Moon,R,Drama,1982,6.9,Alan Parker,Bo Goldman,Albert Finney,12000000,9217530,124
Lookin' to Get Out,R,Comedy,1982,5.1,Hal Ashby,Al Schwartz,Jon Voight,17000000,946461,105
Barbarosa,PG,Western,1982,6.4,Fred Schepisi,William D. Wittliff,Willie Nelson,11000000,1736123,90
Visiting Hours,R,Horror,1982,5.7,Jean-Claude Lord,Brian Taggert,Michael Ironside,,13258670,103
A Little Sex,R,Comedy,1982,4.9,Bruce Paltrow,Robert De Laurentiis,Tim Matheson,,2370376,95
Class Reunion,R,Comedy,1982,4.7,Michael Miller,John Hughes,Gerrit Graham,,10054150,84
Hanky Panky,PG,Action,1982,5.6,Sidney Poitier,Henry Rosenbaum,Gene Wilder,,9823934,110
Author! Author!,PG,Comedy,1982,6.2,Arthur Hiller,Israel Horovitz,Al Pacino,,13111101,110
Split Image,R,Drama,1982,6.5,Ted Kotcheff,Scott Spencer,Michael O'Keefe,,263635,110
The Challenge,R,Action,1982,6.3,John Frankenheimer,Richard Maxwell,Scott Glenn,,2977706,108
The Soldier,R,Action,1982,5.3,James Glickenhaus,James Glickenhaus,Ken Wahl,4000000,6328816,96
Wrong Is Right,R,Comedy,1982,5.7,Richard Brooks,Charles McCarry,Sean Connery,10000000,3583513,117
Six Weeks,PG,Drama,1982,5.7,Tony Bill,Fred Mustard Stewart,Dudley Moore,,6668025,107
The State of Things,,Drama,1982,7,Wim Wenders,Robert Kramer,Allen Garfield,,3700,121
Jekyll and Hyde... Together Again,R,Sci-Fi,1982,6.2,Jerry Belson,Monica Mcgowan Johnson,Mark Blankfield,5000000,3792188,87
Forced Vengeance,R,Action,1982,5.6,James Fargo,Franklin Thompson,Chuck Norris,5000000,6660333,90
The Missionary,R,Comedy,1982,6.2,Richard Loncraine,Michael Palin,Michael Palin,,7241180,90
The Escape Artist,PG,Comedy,1982,6.2,Caleb Deschanel,David Wagoner,Raul Julia,,143369,94
Night Crossing,PG,Drama,1982,6.5,Delbert Mann,John McGreevey,John Hurt,10000000,8000000,107
Endangered Species,R,Drama,1982,5.9,Alan Rudolph,Judd Klinger,Robert Urich,,1474249,97
Things Are Tough All Over,R,Action,1982,6,Thomas K. Avildsen,Cheech Marin,Toni Attell,7000000,21134374,90
Homework,R,Comedy,1982,3.5,James Beshears,Maurice Peterson,Joan Collins,,2914328,90
Jinxed!,R,Comedy,1982,4.7,Don Siegel,Frank D. Gilroy,Bette Midler,13400000,2869638,103
The Return of Martin Guerre,Not Rated,Biography,1982,7.4,Daniel Vigne,Jean-Claude Carrière,Gérard Depardieu,,3723036,112
They Call Me Bruce,PG,Action,1982,5.7,Elliott Hong,David Randolph,Johnny Yune,,16894678,87
Some Kind of Hero,R,Comedy,1982,5.8,Michael Pressman,Robert Boris,Richard Pryor,,23671186,97
Hammett,PG,Crime,1982,6.5,Wim Wenders,Joe Gores,Frederic Forrest,,42914,97
Five Days One Summer,PG,Drama,1982,6.1,Fred Zinnemann,Michael Austin,Sean Connery,15000000,199078,108
Penitentiary II,R,Crime,1982,4.4,Jamaa Fanaka,Jamaa Fanaka,Leon Isaac Kennedy,,3178542,108
If You Could See What I Hear,PG,Biography,1982,6.8,Eric Till,Stuart Gillard,Marc Singer,,8693512,103
Partners,R,Comedy,1982,5.3,James Burrows,Francis Veber,Ryan O'Neal,6000000,6062898,93
Richard Pryor: Live on the Sunset Strip,R,Comedy,1982,7.7,Joe Layton,Paul Mooney,Richard Pryor,,36299720,82
Bugs Bunny's 3rd Movie: 1001 Rabbit Tales,G,Animation,1982,7.1,Directors,John W. Dunn,Mel Blanc,,78350,74
Monsignor,R,Crime,1982,5.1,Frank Perry,Jack-Alain Léger,Christopher Reeve,,12408066,121
"Yes, Giorgio",PG,Comedy,1982,3.9,Franklin J. Schaffner,Anne Piper,Luciano Pavarotti,19000000,2279543,110
I Ought to Be in Pictures,PG,Comedy,1982,6.2,Herbert Ross,Neil Simon,Walter Matthau,,6968359,108
La traviata,G,Drama,1982,7.2,Franco Zeffirelli,Francesco Maria Piave,Teresa Stratas,,3783329,109
Fighting Back,R,Action,1982,6.1,Lewis Teague,Thomas Hedley Jr.,Tom Skerritt,,3355948,98
Kamikaze 89,Not Rated,Sci-Fi,1982,5.8,Wolf Gremm,Robert Katz,Rainer Werner Fassbinder,,22440,106
The Wizard of Oz,Not Rated,Animation,1982,6.8,Fumihiko Takayama,Yoshimitsu Banno,Aileen Quinn,,,78
Heidi's Song,G,Animation,1982,6.3,Robert Taylor,Joseph Barbera,Lorne Greene,,5124391,94
Love Child,R,Crime,1982,5.7,Larry Peerce,Anne Gerard,Amy Madigan,,,96
Boardinghouse,R,Comedy,1982,3.8,John Wintergate,John Wintergate,John Wintergate,10000,,98
Experience Preferred... But Not Essential,PG,Drama,1982,7,Peter Duffell,June Roberts,Elizabeth Edmonds,,,80
The Personals,PG,Comedy,1982,6.7,Peter Markle,Peter Markle,Bill Schoppert,435000,,90
Lonely Hearts,R,Comedy,1982,6.8,Paul Cox,Paul Cox,Wendy Hughes,,777087,106
Scarface,R,Crime,1983,8.3,Brian De Palma,Oliver Stone,Al Pacino,25000000,65884703,170
The Outsiders,PG,Crime,1983,7.1,Francis Ford Coppola,Kathleen Rowell,C. Thomas Howell,10000000,25697647,91
Star Wars: Episode VI - Return of the Jedi,PG,Action,1983,8.3,Richard Marquand,Lawrence Kasdan,Mark Hamill,32500000,475106177,131
Risky Business,R,Comedy,1983,6.8,Paul Brickman,Paul Brickman,Tom Cruise,6200000,63541777,99
National Lampoon's Vacation,R,Adventure,1983,7.4,Harold Ramis,John Hughes,Chevy Chase,15000000,61399552,98
Trading Places,R,Comedy,1983,7.5,John Landis,Timothy Harris,Eddie Murphy,15000000,90404800,116
Superman III,PG,Action,1983,5,Richard Lester,Jerry Siegel,Christopher Reeve,39000000,59950623,125
The Big Chill,R,Comedy,1983,7.2,Lawrence Kasdan,Lawrence Kasdan,Tom Berenger,8000000,56399659,105
Staying Alive,PG,Drama,1983,4.7,Sylvester Stallone,Nik Cohn,John Travolta,22000000,64892670,93
Jaws 3-D,PG,Adventure,1983,3.7,Joe Alves,Peter Benchley,Dennis Quaid,20500000,87987055,99
Christine,R,Horror,1983,6.7,John Carpenter,Stephen King,Keith Gordon,9700000,21017849,110
Sleepaway Camp,R,Horror,1983,6.3,Robert Hiltzik,Robert Hiltzik,Felissa Rose,350000,,84
Flashdance,R,Drama,1983,6.2,Adrian Lyne,Thomas Hedley Jr.,Jennifer Beals,4000000,92921203,95
WarGames,PG,Action,1983,7.1,John Badham,Lawrence Lasker,Matthew Broderick,12000000,79567667,114
The Right Stuff,PG,Adventure,1983,7.8,Philip Kaufman,Philip Kaufman,Sam Shepard,27000000,21192315,193
Krull,PG,Action,1983,6.1,Peter Yates,Stanford Sherman,Ken Marshall,47000000,16916617,121
Spring Break,R,Comedy,1983,4.9,Sean S. Cunningham,David Smilow,David Knell,,24071666,102
The Dead Zone,R,Drama,1983,7.2,David Cronenberg,Jeffrey Boam,Christopher Walken,10000000,20766616,103
Octopussy,PG,Action,1983,6.5,John Glen,George MacDonald Fraser,Roger Moore,27500000,67893619,131
Private School,R,Comedy,1983,5.3,Noel Black,Dan Greenburg,Phoebe Cates,3500000,14049540,89
Valley Girl,R,Comedy,1983,6.4,Martha Coolidge,Andrew Lane,Nicolas Cage,350000,17343596,99
Rumble Fish,R,Crime,1983,7.2,Francis Ford Coppola,S.E. Hinton,Matt Dillon,10000000,2494480,94
Videodrome,R,Horror,1983,7.2,David Cronenberg,David Cronenberg,James Woods,5952000,2120439,87
Terms of Endearment,PG,Comedy,1983,7.4,James L. Brooks,Larry McMurtry,Shirley MacLaine,8000000,108423749,132
Twilight Zone: The Movie,PG,Horror,1983,6.5,Directors,John Landis,Dan Aykroyd,10000000,29450919,101
Never Say Never Again,PG,Action,1983,6.2,Irvin Kershner,Kevin McClory,Sean Connery,36000000,55432841,134
A Christmas Story,PG,Comedy,1983,7.9,Bob Clark,Jean Shepherd,Peter Billingsley,3300000,20653717,93
Cujo,R,Horror,1983,6.1,Lewis Teague,Stephen King,Dee Wallace,5000000,21156152,93
Sudden Impact,R,Action,1983,6.6,Clint Eastwood,Harry Julian Fink,Clint Eastwood,22000000,67642693,117
The Hunger,R,Drama,1983,6.7,Tony Scott,James Costigan,Catherine Deneuve,,5988322,97
Mr. Mom,PG,Comedy,1983,6.6,Stan Dragoti,John Hughes,Michael Keaton,,64783827,91
Blue Thunder,R,Action,1983,6.4,John Badham,Dan O'Bannon,Roy Scheider,22000000,42313354,109
Breathless,R,Action,1983,5.9,Jim McBride,François Truffaut,Richard Gere,7500000,19910002,100
Psycho II,R,Crime,1983,6.5,Richard Franklin,Tom Holland,Anthony Perkins,5000000,34725000,113
Local Hero,PG,Comedy,1983,7.4,Bill Forsyth,Bill Forsyth,Burt Lancaster,,5899678,111
Bad Boys,R,Crime,1983,7.2,Rick Rosenthal,Richard Di Lello,Sean Penn,,9190819,123
Silkwood,R,Biography,1983,7.2,Mike Nichols,Nora Ephron,Meryl Streep,10000000,35615609,131
All the Right Moves,R,Drama,1983,5.9,Michael Chapman,Michael Kane,Tom Cruise,5600000,17233166,91
The Keep,R,Drama,1983,5.7,Michael Mann,F. Paul Wilson,Scott Glenn,11000000,4218594,96
My Tutor,R,Comedy,1983,5.2,George Bowers,Joe Roberts,Matt Lattanzi,,22587834,97
Yentl,PG,Drama,1983,6.6,Barbra Streisand,Jack Rosenthal,Barbra Streisand,12000000,40218899,133
Fire and Ice,PG,Animation,1983,6.6,Ralph Bakshi,Ralph Bakshi,Randy Norton,1200000,760883,81
Eddie and the Cruisers,PG,Drama,1983,6.9,Martin Davidson,Martin Davidson,Tom Berenger,,4786789,95
Yellowbeard,PG,Action,1983,6,Mel Damski,Graham Chapman,Graham Chapman,6500000,4300000,96
The Meaning of Life,R,Comedy,1983,7.5,Terry Jones,Graham Chapman,John Cleese,9000000,14949697,107
Nostalghia,Not Rated,Drama,1983,8.1,Andrei Tarkovsky,Andrei Tarkovsky,Oleg Yankovskiy,,55269,125
Hot Dog... The Movie,R,Comedy,1983,5,Peter Markle,Mike Marvin,David Naughton,,20307325,96
Smokey and the Bandit Part 3,PG,Action,1983,3.5,Dick Lowry,Stuart Birnbaum,Jackie Gleason,,5678950,85
Deathstalker,R,Action,1983,4.6,James Sbardellati,Howard R. Cohen,Rick Hill,457000,11919250,80
Porky's II: The Next Day,R,Comedy,1983,5,Bob Clark,Roger Swaybill,Dan Monahan,6500000,33759266,98
Something Wicked This Way Comes,PG,Fantasy,1983,6.8,Jack Clayton,Ray Bradbury,Jason Robards,19000000,8400000,95
Tender Mercies,PG,Drama,1983,7.4,Bruce Beresford,Horton Foote,Robert Duvall,,8443124,92
Star 80,R,Biography,1983,6.7,Bob Fosse,Teresa Carpenter,Mariel Hemingway,12000000,6472990,103
Gorky Park,R,Crime,1983,6.7,Michael Apted,Martin Cruz Smith,William Hurt,15000000,15856028,128
Lone Wolf McQuade,PG,Action,1983,6.3,Steve Carver,B.J. Nelson,Chuck Norris,5000000,12232628,107
Easy Money,R,Comedy,1983,6.3,James Signorelli,Rodney Dangerfield,Rodney Dangerfield,,29309766,95
Merry Christmas Mr. Lawrence,R,Drama,1983,7.3,Nagisa Ôshima,Lourens van der Post,David Bowie,,2306560,123
Losin' It,R,Comedy,1983,4.9,Curtis Hanson,Bill Norton,Tom Cruise,7000000,1246141,100
Screwballs,R,Comedy,1983,4.7,Rafal Zielinski,Linda Shayne,Peter Keleghan,800000,2082215,80
Brainstorm,PG,Sci-Fi,1983,6.4,Douglas Trumbull,Bruce Joel Rubin,Christopher Walken,15000000,10219460,106
The Man with Two Brains,R,Comedy,1983,6.4,Carl Reiner,George Gipe,Steve Martin,,10353438,93
Angel,R,Action,1983,5.7,Robert Vincent O'Neil,Robert Vincent O'Neil,Cliff Gorman,3000000,17488564,94
10 to Midnight,R,Crime,1983,6.3,J. Lee Thompson,William Roberts,Charles Bronson,4520000,7175592,101
Uncommon Valor,R,Action,1983,6.4,Ted Kotcheff,Joe Gayton,Gene Hackman,14500000,30503151,105
Doctor Detroit,R,Comedy,1983,5.2,Michael Pressman,Bruce Jay Friedman,Dan Aykroyd,,10375893,89
Mortuary,R,Horror,1983,5.2,Howard Avedis,Howard Avedis,Mary Beth McDonough,250000,4319001,93
Stroker Ace,PG,Action,1983,4.9,Hal Needham,William Neely,Burt Reynolds,,13000000,96
Sahara,PG,Adventure,1983,5,Andrew V. McLaglen,Menahem Golan,Brooke Shields,25000000,1402962,111
Two of a Kind,PG,Comedy,1983,4.7,John Herzfeld,John Herzfeld,John Travolta,14000000,23646952,88
Chained Heat,R,Action,1983,5,Paul Nicholas,Aaron Butler,Linda Blair,1250000,6149983,95
Spacehunter: Adventures in the Forbidden Zone,PG,Action,1983,5.5,Lamont Johnson,Stewart Harding,Peter Strauss,14400000,16478265,90
High Road to China,PG,Adventure,1983,6.1,Brian G. Hutton,Jon Cleary,Tom Selleck,19000000,28445927,105
Never Cry Wolf,PG,Adventure,1983,7.5,Carroll Ballard,Farley Mowat,Charles Martin Smith,,29600000,105
The Pirates of Penzance,G,Comedy,1983,7.1,Wilford Leach,W.S. Gilbert,Kevin Kline,,694497,112
Rock & Rule,PG,Animation,1983,6.5,Clive Smith,Patrick Loubert,Don Francks,8000000,30379,77
Hercules,PG,Adventure,1983,4,Luigi Cozzi,Luigi Cozzi,Lou Ferrigno,2500000,10676194,98
Educating Rita,PG,Comedy,1983,7.2,Lewis Gilbert,Willy Russell,Michael Caine,,14648076,110
A Night in Heaven,R,Drama,1983,4.3,John G. Avildsen,Joan Tewkesbury,Christopher Atkins,,5563663,83
Under Fire,R,Drama,1983,7,Roger Spottiswoode,Ron Shelton,Nick Nolte,9500000,5696391,128
Amityville 3-D,PG,Horror,1983,4.1,Richard Fleischer,David Ambrose,Tony Roberts,6000000,6333135,105
Testament,PG,Drama,1983,7,Lynne Littman,Carol Amen,Jane Alexander,,2044892,90
The Osterman Weekend,R,Action,1983,5.9,Sam Peckinpah,Robert Ludlum,Rutger Hauer,6500000,6486797,103
Revenge of the Ninja,R,Action,1983,6.1,Sam Firstenberg,James R. Silke,Shô Kosugi,700000,13168027,90
Zelig,PG,Comedy,1983,7.7,Woody Allen,Woody Allen,Woody Allen,,11798616,79
Independence Day,R,Drama,1983,6.5,Robert Mandel,Alice Hoffman,Kathleen Quinlan,,,110
Escape from the Bronx,R,Action,1983,4.6,Enzo G. Castellari,Tito Carpi,Mark Gregory,,,89
To Be or Not to Be,PG,Comedy,1983,6.8,Alan Johnson,Thomas Meehan,Mel Brooks,9000000,13030214,107
Eureka,R,Drama,1983,6,Nicolas Roeg,Marshall Houts,Gene Hackman,,123572,130
The Wicked Lady,R,Adventure,1983,4.7,Michael Winner,Leslie Arliss,Faye Dunaway,8000000,724912,98
Still Smokin,R,Comedy,1983,5.6,Tommy Chong,Tommy Chong,Cheech Marin,,15543710,91
"Yor, the Hunter from the Future",PG,Action,1983,4.4,Antonio Margheriti,Juan Zanotto,Reb Brown,,2810199,88
Of Unknown Origin,R,Horror,1983,6.1,George P. Cosmatos,Chauncey G. Parker III,Peter Weller,4000000,1080470,88
Curse of the Pink Panther,PG,Comedy,1983,4.3,Blake Edwards,Blake Edwards,David Niven,11000000,4491986,109
D.C. Cab,R,Action,1983,5.5,Joel Schumacher,Topper Carew,Max Gail,8000000,16134627,100
Beyond the Limit,R,Drama,1983,5.7,John Mackenzie,Graham Greene,Michael Caine,11800000,5997566,104
The Survivors,R,Comedy,1983,5.8,Michael Ritchie,Michael Leeson,Walter Matthau,12000000,14000000,103
The Lonely Lady,R,Drama,1983,3,Peter Sasdy,Harold Robbins,Pia Zadora,5000000,1223200,92
The Star Chamber,R,Crime,1983,6.3,Peter Hyams,Roderick Taylor,Michael Douglas,,5555305,109
The Dresser,PG,Drama,1983,7.6,Peter Yates,Ronald Harwood,Albert Finney,,5310748,118
The Lords of Discipline,R,Thriller,1983,6.6,Franc Roddam,Pat Conroy,David Keith,,11787127,102
Cross Creek,PG,Biography,1983,7,Martin Ritt,Marjorie Kinnan Rawlings,Mary Steenburgen,,,127
The Man Who Loved Women,R,Comedy,1983,5.3,Blake Edwards,Blake Edwards,Burt Reynolds,19000000,10964740,110
Nightmares,R,Horror,1983,5.8,Joseph Sargent,Christopher Crowe,Cristina Raines,6000000,6670680,99
Deal of the Century,PG,Comedy,1983,4.6,William Friedkin,Paul Brickman,Chevy Chase,10000000,10369581,99
Eddie Macon's Run,PG,Action,1983,5.7,Jeff Kanew,James McLendon,Kirk Douglas,5000000,1262691,95
Max Dugan Returns,PG,Comedy,1983,6.6,Herbert Ross,Neil Simon,Jason Robards,,17613720,98
The Sting II,PG,Comedy,1983,4.9,Jeremy Kagan,David S. Ward,Jackie Gleason,,6347072,101
Baby It's You,R,Comedy,1983,6.3,John Sayles,Amy Robinson,Rosanna Arquette,3000000,1867792,105
Heat and Dust,R,Drama,1983,6.6,James Ivory,Ruth Prawer Jhabvala,Julie Christie,,1772889,130
Going Berserk,R,Comedy,1983,5.2,David Steinberg,Dana Olsen,John Candy,,,85
Daniel,R,Drama,1983,6.6,Sidney Lumet,E.L. Doctorow,Timothy Hutton,,687475,130
Heart Like a Wheel,PG,Biography,1983,6.7,Jonathan Kaplan,Ken Friedman,Bonnie Bedelia,,272278,113
Love Letters,R,Drama,1983,5.9,Amy Holden Jones,Amy Holden Jones,Jamie Lee Curtis,550000,5269990,88
Get Crazy,R,Comedy,1983,6.7,Allan Arkush,Danny Opatoshu,Malcolm McDowell,5500000,1645711,92
Nate and Hayes,PG,Action,1983,6.2,Ferdinand Fairfax,Lloyd Phillips,Tommy Lee Jones,12000000,1963756,99
Strange Invaders,PG,Horror,1983,5.5,Michael Laughlin,Bill Condon,Paul Le Mat,,1362303,94
The Black Stallion Returns,PG,Adventure,1983,6,Robert Dalva,Walter Farley,Kelly Reno,,12049514,103
Metalstorm: the Destruction of Jared-Syn,PG,Action,1983,3.8,Charles Band,Alan J. Adler,Jeffrey Byron,,5301085,84
Getting It on,R,Comedy,1983,3.7,William Olsen,William Olsen,Martin Yost,220000,975414,96
Lianna,R,Drama,1983,6.8,John Sayles,John Sayles,Linda Griffiths,300000,1530839,110
Better Late Than Never,PG,Comedy,1983,5.8,Bryan Forbes,Gwen Davis,David Niven,,,89
Lovesick,PG,Comedy,1983,5.2,Marshall Brickman,Marshall Brickman,Dudley Moore,10100000,10171304,95
Running Brave,PG,Biography,1983,6.7,Donald Shebib,Henry Bean,Robby Benson,8000000,3000000,106
Exposed,R,Drama,1983,5.1,James Toback,James Toback,Nastassja Kinski,,1818910,100
Trenchcoat,PG,Comedy,1983,5.3,Michael Tuchner,Jeffrey Price,Margot Kidder,5000000,4304286,91
Stryker,R,Action,1983,4.3,Cirio H. Santiago,Howard R. Cohen,Steve Sandor,,1723487,86
The Man Who Wasn't There,R,Action,1983,3.8,Bruce Malmuth,Stanford Sherman,Steve Guttenberg,,2443487,111
Table for Five,PG,Drama,1983,6.1,Robert Lieberman,David Seltzer,Jon Voight,,2439705,122
Romantic Comedy,PG,Comedy,1983,5.2,Arthur Hiller,Bernard Slade,Dudley Moore,,6857733,103
Young Warriors,R,Action,1983,4.7,Lawrence David Foldes,Russell W. Colgin,Ernest Borgnine,,,105
"Man, Woman and Child",PG,Drama,1983,6.1,Dick Richards,Erich Segal,Martin Sheen,,2314561,99
Hanna K.,R,Drama,1983,6.3,Costa-Gavras,Franco Solinas,Jill Clayburgh,,,111
Slayground,R,Crime,1983,4.9,Terry Bedford,Trevor Preston,Peter Coyote,,108128,89
White Star,,Drama,1983,6,Roland Klick,Karen Jaehne-Lathan,Dennis Hopper,100000,,92
Richard Pryor... Here and Now,R,Comedy,1983,7.3,Richard Pryor,Paul Mooney,Richard Pryor,,16156776,83
Deadly Force,R,Action,1983,4.9,Paul Aaron,Ken Barnett,Wings Hauser,3000000,,95
My Brother's Wedding,Not Rated,Drama,1983,7.2,Charles Burnett,Charles Burnett,Everett Silas,50000,26177,115
Blue Skies Again,PG,Comedy,1983,5.4,Richard Michaels,Kevin Sellers,Harry Hamlin,,,96
Last Plane Out,PG,Action,1983,4.5,David Nelson,Ernest Tidyman,Jan-Michael Vincent,,,92
Cross Country,R,Thriller,1983,5.4,Paul Lynch,Herbert Kastle,Richard Beymer,2500000,,95
A Polish Vampire in Burbank,Not Rated,Comedy,1983,5,Mark Pirro,Mark Pirro,Mark Pirro,3000,,80
Forever Young,Not Rated,Drama,1983,6.7,David Drury,Ray Connolly,James Aubrey,,,84
The Golden Seal,PG,Drama,1983,5.3,Frank Zuniga,Donald G. Payne,Steve Railsback,,6666725,94
The Business of Show Business,,History,1983,8.3,Tom Logan,Tom Logan,,323562,,55
The Terminator,R,Action,1984,8,James Cameron,James Cameron,Arnold Schwarzenegger,6400000,78371200,107
Dune,PG-13,Action,1984,6.5,David Lynch,Frank Herbert,Kyle MacLachlan,40000000,30925690,137
Ghostbusters,PG,Action,1984,7.8,Ivan Reitman,Dan Aykroyd,Bill Murray,30000000,296187079,105
The Karate Kid,PG,Action,1984,7.3,John G. Avildsen,Robert Mark Kamen,Ralph Macchio,8000000,91119319,126
